0.7098414,0.5,0.6923583
0.6278701,0.5,0.6212853
0.2873007,0.5,0.4919192
0.6502963,0.5,0.1749588
0.2413934,0.5,0.2774294
0.286539,0.5,0.3030612
0.2175912,0.5,0.3158863
0.878017,0.5,0.5514
0.4157209,0.5,0.9474831
0.4669048,0.5,0.6698945
0.6411691,0.5,0.3529062
0.7663912,0.5,0.7319067
0.6935297,0.5,0.6280609
0.8647049,0.5,0.6503532
0.6097844,0.5,0.2720148
0.631552,0.5,0.3930683
0.2013888,0.5,0.697102
0.8815556,0.5,0.5889034
0.3266743,0.5,0.4299688
0.6782457,0.5,0.3384118
0.2461715,0.5,0.5187882
0.8356581,0.5,0.1715125
0.2698779,0.5,0.171235
0.8699903,0.5,0.2244211
0.1399771,0.5,0.5595608
0.1805957,0.5,0.8336037
0.6685119,0.5,0.6887807
0.4119451,0.5,0.8134626
0.3386846,0.5,0.6567221
0.1673207,0.5,0.7918585
0.596224,0.5,0.6867689
0.6267313,0.5,0.03681441
0.7335926,0.5,0.6694908
0.4443413,0.5,0.2860797
0.5786508,0.5,0.2523665
0.3118605,0.5,0.5953388
0.7811164,0.5,0.3745222
0.3454682,0.5,0.9652615
0.6198042,0.5,0.8841668
0.2786875,0.5,0.2568994
0.3668227,0.5,0.7383181
0.892897,0.5,0.6670101
0.6362449,0.5,0.2048653
0.1665532,0.5,0.6651006
0.3360071,0.5,0.405486
0.5786235,0.5,0.8586789
0.7129709,0.5,0.7385581
0.6683714,0.5,0.658419
0.230441,0.5,0.843591
0.4923346,0.5,0.7771022
0.8955886,0.5,0.3781088
0.3390872,0.5,0.2436978
0.3827515,0.5,0.324871
0.4847977,0.5,0.7690374
0.3708877,0.5,0.04391853
0.7554145,0.5,0.4707618
0.4270629,0.5,0.3044754
0.4889157,0.5,0.2096986
0.2182117,0.5,0.1823965
0.6542532,0.5,0.2313501
0.1475963,0.5,0.3968794
0.2390244,0.5,0.6156511
0.8229377,0.5,0.6854569
0.1148711,0.5,0.7297234
0.3680042,0.5,0.6260378
0.7592894,0.5,0.7478136
0.1566639,0.5,0.2918608
0.6471785,0.5,0.6974807
0.6860052,0.5,0.407518
0.7156531,0.5,0.9186716
0.5551594,0.5,0.9477093
0.821517,0.5,0.5933192
0.2808173,0.5,0.6887857
0.2650933,0.5,0.2139017
0.3806859,0.5,0.7266265
0.7320539,0.5,0.6675485
0.3589102,0.5,0.1810591
0.4470777,0.5,0.7414333
0.7659275,0.5,0.4929317
0.5172172,0.5,0.01078622
0.1979876,0.5,0.4241889
0.7959104,0.5,0.2981476
0.7613019,0.5,0.7404005
0.7248638,0.5,0.6174576
0.1429905,0.5,0.5048642
0.5160856,0.5,0.6945826
0.2979822,0.5,0.3214376
0.3389363,0.5,0.2285701
0.1560693,0.5,0.7227666
0.194839,0.5,0.2487659
0.439065,0.5,0.0161099
0.2946632,0.5,0.5504465
0.2146475,0.5,0.1105932
0.4737559,0.5,0.6834146
0.5689723,0.5,0.694477
0.5683064,0.5,0.2462574
0.7732007,0.5,0.1195041
0.7409319,0.5,0.6543218
0.6152154,0.5,0.2026415
0.1904167,0.5,0.6170757
0.2301346,0.5,0.7537004
0.1223433,0.5,0.172833
0.3128962,0.5,0.7990007
0.7294609,0.5,0.55276
0.148828,0.5,0.4994604
0.6062263,0.5,0.7309452
